date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-07-17,AG,1998,694072,658298,0.29,0.53,94.85,3688.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-18,AG,105,694072,658403,0.02,0.49,94.86,3406.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-19,AG,4747,694072,663150,0.68,0.45,95.54,3094.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-20,AG,3427,694072,666577,0.49,0.41,96.04,2848.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-21,AG,3421,694072,669998,0.49,0.39,96.53,2732.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-22,AG,3048,694072,673046,0.44,0.39,96.97,2730.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-23,AG,3192,694072,676238,0.46,0.37,97.43,2548.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-24,AG,1185,694072,677423,0.17,0.35,97.6,2466.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-25,AG,92,694072,677515,0.01,0.34,97.61,2371.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-26,AG,3476,694072,680991,0.5,0.32,98.12,2248,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-27,AG,2849,694072,683840,0.41,0.31,98.53,2155.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-28,AG,2760,694072,686600,0.4,0.3,98.92,2114.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-29,AG,2182,694072,688782,0.31,0.3,99.24,2101.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-30,AG,2545,694072,691327,0.37,0.29,99.6,1999.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-31,AG,899,694072,692226,0.13,0.28,99.73,1912.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-01,AG,2,694072,692228,0,0.26,99.73,1826.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-02,AG,2759,694072,694987,0.4,0.26,100.13,1812.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-03,AG,2240,694072,697227,0.32,0.26,100.45,1809.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-04,AG,2160,694072,699387,0.31,0.26,100.77,1830.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-05,AG,2081,694072,701468,0.3,0.26,101.07,1830,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-06,AG,2527,694072,703995,0.36,0.25,101.43,1772.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-07,AG,1043,694072,705038,0.15,0.25,101.58,1719.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-08,AG,0,694072,705038,0,0.24,101.58,1683.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-09,AG,2357,694072,707395,0.34,0.24,101.92,1663.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-10,AG,1866,694072,709261,0.27,0.23,102.19,1623.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-11,AG,1908,694072,711169,0.27,0.23,102.46,1599,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-12,AG,1942,694072,713111,0.28,0.23,102.74,1599,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-13,AG,2249,694072,715360,0.32,0.23,103.07,1595.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-14,AG,871,694072,716231,0.13,0.23,103.19,1588.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-15,AG,0,694072,716231,0,0.23,103.19,1621.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-16,AG,2332,694072,718563,0.34,0.23,103.53,1625.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-17,AG,1819,694072,720382,0.26,0.24,103.79,1681.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-18,AG,2139,694072,722521,0.31,0.25,104.1,1726,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-19,AG,1970,694072,724491,0.28,0.25,104.38,1726,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-20,AG,2637,694072,727128,0.38,0.26,104.76,1786,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-21,AG,1185,694072,728313,0.17,0.27,104.93,1847.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-22,AG,0,694072,728313,0,0.27,104.93,1891.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-23,AG,2752,694072,731065,0.4,0.28,105.33,1962.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-24,AG,2248,694072,733313,0.32,0.3,105.65,2066.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-25,AG,2447,694072,735760,0.35,0.31,106.01,2151.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-26,AG,2470,694072,738230,0.36,0.31,106.36,2151.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-27,AG,3361,694072,741591,0.48,0.32,106.85,2249.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-28,AG,1784,694072,743375,0.26,0.33,107.1,2279.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-29,AG,0,694072,743375,0,0.33,107.1,2284.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-30,AG,3434,694072,746809,0.49,0.33,107.6,2276,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-31,AG,2462,694072,749271,0.35,0.31,107.95,2165.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-01,AG,2479,694072,751750,0.36,0.3,108.31,2113.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-02,AG,2412,694072,754162,0.35,0.3,108.66,2119.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-03,AG,2588,694072,756750,0.37,0.28,109.03,1938.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-04,AG,1418,694072,758168,0.2,0.27,109.23,1904.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-05,AG,41,694072,758209,0.01,0.28,109.24,1945.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-06,AG,2169,694072,760378,0.31,0.31,109.55,2144.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-07,AG,2227,694072,762605,0.32,0.34,109.87,2327.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-08,AG,2764,694072,765369,0.4,0.35,110.27,2390.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-09,AG,3802,694072,769171,0.55,0.36,110.82,2468.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-10,AG,3871,694072,773042,0.56,0.38,111.38,2629.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-11,AG,1860,694072,774902,0.27,0.41,111.65,2849.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-12,AG,586,694072,775488,0.08,0.42,111.73,2934.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-13,AG,3297,694072,778785,0.48,0.41,112.21,2847.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-14,AG,3767,694072,782552,0.54,0.4,112.75,2769,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-15,AG,3359,694072,785911,0.48,0.4,113.23,2771.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-16,AG,3190,694072,789101,0.46,0.4,113.69,2769.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-17,AG,3324,694072,792425,0.48,0.39,114.17,2696,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-18,AG,1879,694072,794304,0.27,0.37,114.44,2579.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-19,AG,570,694072,794874,0.08,0.35,114.52,2449,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-20,AG,2783,694072,797657,0.4,0.34,114.92,2372,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-21,AG,2953,694072,800610,0.43,0.34,115.35,2371.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-22,AG,2444,694072,803054,0.35,0.34,115.7,2354,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-23,AG,2651,694072,805705,0.38,0.34,116.08,2327.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-24,AG,3323,694072,809028,0.48,0.33,116.56,2296,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-25,AG,1754,694072,810782,0.25,0.32,116.82,2200.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-26,AG,387,694072,811169,0.06,0.32,116.87,2202.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-27,AG,2560,694072,813729,0.37,0.32,117.24,2211.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-28,AG,2283,694072,816012,0.33,0.31,117.57,2167.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-29,AG,2461,694072,818473,0.35,0.31,117.92,2127,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-30,AG,2714,694072,821187,0.39,0.3,118.31,2092.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-01,AG,3015,694072,824202,0.43,0.3,118.75,2072,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-02,AG,1469,694072,825671,0.21,0.3,118.96,2062.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-03,AG,145,694072,825816,0.02,0.29,118.98,1994.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-04,AG,2417,694072,828233,0.35,0.29,119.33,1983,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-05,AG,2218,694072,830451,0.32,0.28,119.65,1954.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-06,AG,1985,694072,832436,0.29,0.28,119.94,1960.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-07,AG,2632,694072,835068,0.38,0.28,120.31,1939.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-08,AG,2814,694072,837882,0.41,0.29,120.72,1974.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-09,AG,1510,694072,839392,0.22,0.29,120.94,2026,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-10,AG,0,694072,839392,0,0.3,120.94,2060.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-11,AG,2663,694072,842055,0.38,0.29,121.32,2017.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-12,AG,2578,694072,844633,0.37,0.29,121.69,1992,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-13,AG,2226,694072,846859,0.32,0.28,122.01,1967,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-14,AG,2333,694072,849192,0.34,0.28,122.35,1967,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-15,AG,2634,694072,851826,0.38,0.27,122.73,1897.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-16,AG,1335,694072,853161,0.19,0.26,122.92,1806.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-17,AG,0,694072,853161,0,0.25,122.92,1734.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-18,AG,2178,694072,855339,0.31,0.23,123.23,1629.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-19,AG,1937,694072,857276,0.28,0.22,123.51,1555.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-20,AG,1722,694072,858998,0.25,0.22,123.76,1535.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-21,AG,1601,694072,860599,0.23,0.22,123.99,1535.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-22,AG,2116,694072,862715,0.3,0.21,124.3,1444.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-23,AG,1195,694072,863910,0.17,0.2,124.47,1384.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-24,AG,2,694072,863912,0,0.19,124.47,1308.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-25,AG,1539,694072,865451,0.22,0.18,124.69,1284.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-26,AG,1518,694072,866969,0.22,0.18,124.91,1231.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-27,AG,1188,694072,868157,0.17,0.17,125.08,1176.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-28,AG,1434,694072,869591,0.21,0.17,125.29,1176.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-29,AG,1742,694072,871333,0.25,0.16,125.54,1100.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-30,AG,815,694072,872148,0.12,0.15,125.66,1039.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-31,AG,0,694072,872148,0,0.14,125.66,998.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-01,AG,1005,694072,873153,0.14,0.14,125.8,945.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-02,AG,1090,694072,874243,0.16,0.13,125.96,882.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-03,AG,904,694072,875147,0.13,0.12,126.09,844,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-04,AG,1065,694072,876212,0.15,0.12,126.24,844,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-05,AG,1299,694072,877511,0.19,NA,126.43,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-06,AG,545,694072,878056,0.08,NA,126.51,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-07,AG,0,694072,878056,0,NA,126.51,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-21,AI,0,16293,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-22,AI,0,16293,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-23,AI,14,16293,14,0.09,NA,0.09,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-24,AI,31,16293,45,0.19,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-25,AI,0,16293,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-26,AI,0,16293,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-27,AI,0,16293,45,0,0.03,0.28,4.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-28,AI,0,16293,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-29,AI,0,16293,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-30,AI,0,16293,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-31,AI,0,16293,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-01,AI,0,16293,45,0,0.02,0.28,2.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-02,AI,0,16293,45,0,0.18,0.28,29.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-03,AI,0,16293,45,0,0.24,0.28,39.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-04,AI,20,16293,65,0.12,0.27,0.4,44.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-05,AI,187,16293,252,1.15,0.31,1.55,50.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-06,AI,70,16293,322,0.43,0.31,1.98,50.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-07,AI,36,16293,358,0.22,0.31,2.2,50.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-08,AI,39,16293,397,0.24,0.33,2.44,53.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-09,AI,0,16293,397,0,0.24,2.44,39.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-10,AI,0,16293,397,0,0.21,2.44,34.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-11,AI,41,16293,438,0.25,0.18,2.69,29.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-12,AI,89,16293,527,0.55,0.17,3.23,27.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-13,AI,34,16293,561,0.21,0.17,3.44,27.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-14,AI,6,16293,567,0.04,0.17,3.48,27.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-15,AI,24,16293,591,0.15,0.18,3.63,29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-16,AI,0,16293,591,0,0.22,3.63,35.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-17,AI,0,16293,591,0,0.25,3.63,40.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-18,AI,50,16293,641,0.31,0.28,3.93,45.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-19,AI,132,16293,773,0.81,0.31,4.74,51.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-20,AI,72,16293,845,0.44,0.31,5.19,51.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-21,AI,42,16293,887,0.26,0.31,5.44,51.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-22,AI,62,16293,949,0.38,0.29,5.82,47.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-23,AI,0,16293,949,0,0.29,5.82,47.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-24,AI,0,16293,949,0,0.23,5.82,37.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-25,AI,26,16293,975,0.16,0.2,5.98,32.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-26,AI,131,16293,1106,0.8,0.15,6.79,24.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-27,AI,0,16293,1106,0,0.15,6.79,24.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-28,AI,6,16293,1112,0.04,0.15,6.83,24.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-29,AI,11,16293,1123,0.07,0.15,6.89,24.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-30,AI,0,16293,1123,0,0.17,6.89,27.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-31,AI,0,16293,1123,0,0.22,6.89,35.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-01,AI,23,16293,1146,0.14,0.24,7.03,39.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-02,AI,153,16293,1299,0.94,0.28,7.97,46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-03,AI,54,16293,1353,0.33,0.28,8.3,46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-04,AI,35,16293,1388,0.21,0.28,8.52,46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-05,AI,57,16293,1445,0.35,0.3,8.87,48.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-06,AI,0,16293,1445,0,0.26,8.87,42.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-07,AI,0,16293,1445,0,0.29,8.87,48.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-08,AI,41,16293,1486,0.25,0.26,9.12,43.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-09,AI,113,16293,1599,0.69,0.26,9.81,42.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-10,AI,92,16293,1691,0.56,0.26,10.38,42.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-11,AI,0,16293,1691,0,0.26,10.38,42.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-12,AI,50,16293,1741,0.31,0.28,10.69,45.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-13,AI,0,16293,1741,0,0.3,10.69,48.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-14,AI,0,16293,1741,0,0.28,10.69,45.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-15,AI,64,16293,1805,0.39,0.35,11.08,56.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-16,AI,133,16293,1938,0.82,0.35,11.89,57.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-17,AI,73,16293,2011,0.45,0.35,12.34,57.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-18,AI,73,16293,2084,0.45,0.35,12.79,57.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-19,AI,61,16293,2145,0.37,0.31,13.17,50.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-20,AI,0,16293,2145,0,0.25,13.17,40.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-21,AI,0,16293,2145,0,0.2,13.17,33,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-22,AI,11,16293,2156,0.07,0.14,13.23,22.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-23,AI,64,16293,2220,0.39,0.1,13.63,15.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-24,AI,22,16293,2242,0.14,0.1,13.76,15.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-25,AI,0,16293,2242,0,0.1,13.76,15.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-26,AI,11,16293,2253,0.07,0.09,13.83,13.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-27,AI,0,16293,2253,0,0.03,13.83,4.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-28,AI,0,16293,2253,0,0.06,13.83,9.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-01,AI,0,16293,2253,0,0.08,13.83,12.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-02,AI,0,16293,2253,0,0.07,13.83,10.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-03,AI,54,16293,2307,0.33,0.07,14.16,10.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-04,AI,21,16293,2328,0.13,0.07,14.29,10.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-05,AI,0,16293,2328,0,0.07,14.29,12.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-06,AI,0,16293,2328,0,0.11,14.29,18.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-07,AI,0,16293,2328,0,0.1,14.29,15.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-08,AI,10,16293,2338,0.06,0.08,14.35,12.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-09,AI,45,16293,2383,0.28,0.09,14.63,15.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-10,AI,32,16293,2415,0.2,0.09,14.82,15.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-11,AI,0,16293,2415,0,0.09,14.82,15.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-12,AI,20,16293,2435,0.12,0.1,14.95,15.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-13,AI,0,16293,2435,0,0.06,14.95,9,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-03-14,AI,0,16293,2435,0,0.03,14.95,4.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
